time,beat,loudness,low,mid,high
6.9000,0,0.0024,0.0159,0.0000,0.0000
6.9333,0,0.0135,0.0689,0.0000,0.0000
6.9667,0,0.2160,0.3724,0.0000,0.5477
7.0000,1,1.0000,1.0000,0.0000,1.0000
7.0333,0,0.0711,0.2619,0.0000,0.0000
7.0667,0,0.0480,0.1048,0.0000,0.0000
7.1000,0,0.0592,0.0632,0.0000,0.0000
7.1333,0,0.0026,0.0095,0.0000,0.0000
7.1667,0,0.0023,0.0046,0.0000,0.0000
7.2000,0,0.0005,0.0010,0.0000,0.0000
7.2333,0,0.0000,0.0002,0.0000,0.0000
7.2667,0,0.0000,0.0000,0.0000,0.0000
7.3000,0,0.0000,0.0000,0.0000,0.0000
7.3333,0,0.0000,0.0000,0.0000,0.0000
7.3667,0,0.0011,0.0020,0.0000,0.0000
7.4000,0,0.0020,0.0155,0.0000,0.0000
7.4333,0,0.0137,0.0661,0.0000,0.0000
7.4667,0,0.2105,0.3555,0.0000,0.5477
7.5000,1,0.9530,0.9617,0.0000,1.0000
7.5333,0,0.0475,0.2067,0.0000,0.0000
7.5667,0,0.0486,0.1073,0.0000,0.0000
7.6000,0,0.0583,0.0623,0.0000,0.0000
7.6333,0,0.0027,0.0097,0.0000,0.0000
7.6667,0,0.0023,0.0046,0.0000,0.0000
7.7000,0,0.0005,0.0010,0.0000,0.0000
7.7333,0,0.0000,0.0002,0.0000,0.0000
7.7667,0,0.0000,0.0000,0.0000,0.0000
7.8000,0,0.0000,0.0000,0.0000,0.0000
7.8333,0,0.0000,0.0000,0.0000,0.0000
7.8667,0,0.0013,0.0020,0.0000,0.0000
7.9000,0,0.0024,0.0159,0.0000,0.0000
7.9333,0,0.0135,0.0687,0.0000,0.0000
7.9667,0,0.2157,0.3718,0.0000,0.5477
8.0000,1,1.0000,1.0000,0.0000,1.0000
8.0333,0,0.0710,0.2612,0.0000,0.0000
8.0667,0,0.0483,0.1049,0.0000,0.0000
8.1000,0,0.0590,0.0629,0.0000,0.0000
8.1333,0,0.0026,0.0097,0.0000,0.0000
8.1667,0,0.0023,0.0046,0.0000,0.0000
8.2000,0,0.0005,0.0010,0.0000,0.0000
8.2333,0,0.0000,0.0002,0.0000,0.0000
8.2667,0,0.0000,0.0000,0.0000,0.0000
8.3000,0,0.0000,0.0000,0.0000,0.0000
8.3333,0,0.0000,0.0000,0.0000,0.0000
8.3667,0,0.0013,0.0020,0.0000,0.0000
8.4000,0,0.0024,0.0159,0.0000,0.0000
8.4333,0,0.0135,0.0687,0.0000,0.0000
8.4667,0,0.2157,0.3718,0.0000,0.5477
8.5000,1,1.0000,1.0000,0.0000,1.0000
8.5333,0,0.0702,0.2604,0.0000,0.0000
8.5667,0,0.0482,0.1049,0.0000,0.0000
8.6000,0,0.0589,0.0627,0.0000,0.0000
8.6333,0,0.0026,0.0097,0.0000,0.0000
8.6667,0,0.0023,0.0046,0.0000,0.0000
8.7000,0,0.0005,0.0010,0.0000,0.0000
8.7333,0,0.0000,0.0002,0.0000,0.0000
8.7667,0,0.0000,0.0000,0.0000,0.0000
8.8000,0,0.0000,0.0000,0.0000,0.0000
8.8333,0,0.0000,0.0000,0.0000,0.0000
8.8667,0,0.0013,0.0020,0.0000,0.0000
8.9000,0,0.0024,0.0159,0.0000,0.0000
8.9333,0,0.0135,0.0687,0.0000,0.0000
8.9667,0,0.2155,0.3712,0.0000,0.5477
9.0000,1,0.9998,1.0000,0.0000,1.0000
9.0333,0,0.0692,0.2588,0.0000,0.0000
9.0667,0,0.0478,0.1046,0.0000,0.0000
9.1000,0,0.0589,0.0629,0.0000,0.0000
9.1333,0,0.0026,0.0097,0.0000,0.0000
9.1667,0,0.0023,0.0046,0.0000,0.0000
9.2000,0,0.0005,0.0010,0.0000,0.0000
9.2333,0,0.0000,0.0002,0.0000,0.0000
9.2667,0,0.0000,0.0000,0.0000,0.0000
9.3000,0,0.0000,0.0000,0.0000,0.0000
9.3333,0,0.0001,0.0000,0.0000,0.0000
9.3667,0,0.0014,0.0021,0.0000,0.0000
9.4000,0,0.0031,0.0165,0.0000,0.0000
9.4333,0,0.0131,0.0723,0.0000,0.0000
9.4667,0,0.2266,0.3978,0.0000,0.5477
9.5000,1,1.0000,1.0000,0.0000,1.0000
9.5333,0,0.0551,0.2360,0.0000,0.0000
9.5667,0,0.0552,0.1145,0.0000,0.0000
9.6000,0,0.0600,0.0637,0.0000,0.0000
9.6333,0,0.0025,0.0095,0.0000,0.0000
9.6667,0,0.0023,0.0046,0.0000,0.0000
9.7000,0,0.0005,0.0010,0.0000,0.0000
9.7333,0,0.0000,0.0002,0.0000,0.0000
9.7667,0,0.0000,0.0000,0.0000,0.0000
9.8000,0,0.0000,0.0000,0.0000,0.0000
9.8333,0,0.0000,0.0000,0.0000,0.0000
9.8667,0,0.0000,0.0000,0.0000,0.0000
9.9000,0,0.0000,0.0000,0.0000,0.0000
9.9333,0,0.0000,0.0000,0.0000,0.0000
9.9667,0,0.0000,0.0000,0.0000,0.0000
